"NombreMunicipio","CodigoMunicipio","Ubicacion","NombreRegion","CodigoRegion","Año","NumeroCasos","TasaXMilHabitantes"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2009","69","5.1"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2009","200","6"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2009","181","4.8"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2009","88","6.1"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2009","79","4.5"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2009","240","10.2"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2009","24","3.7"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2009","56","4.8"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2009","26","4.9"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2009","481","4.4"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2009","41","5.5"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2009","140","4.8"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2009","165","12.1"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2009","36","4.8"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2009","49","4.1"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2009","71","6"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2009","13","1.6"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2009","38","5"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2009","267","6.8"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2009","116","5.2"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2009","76","4.8"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2009","148","6.2"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2010","127","5.8"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2010","16","6"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2010","14","3"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2010","247","8.8"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2010","141","5.9"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2010","219","5.2"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2010","27","4.7"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2010","40","3.4"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2010","71","4.2"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2010","20","2.9"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2010","428","4.2"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2010","91","3.1"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2010","36","4.1"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2010","31","5.5"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2010","260","5.6"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2010","1749","3.9"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2010","23","3.9"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2010","51","4.6"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2010","70","4.5"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2010","43","5.2"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2010","29","3.3"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2010","182","6.9"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2010","33","4.2"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2010","401","5.7"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2010","39","4.1"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2010","89","5.4"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2010","24","4.8"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2010","36","6.5"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2010","128","3.2"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2010","27","6.9"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2010","384","4.9"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2010","261","5.3"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2010","81","8.4"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2010","175","6.5"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2010","81","4.6"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2010","19","3.7"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2010","103","4.8"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2010","344","5"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2010","108","4.8"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2010","70","4.1"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2010","76","5.9"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2010","180","4.1"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2010","182","3.5"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2010","110","5.7"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2010","63","3.1"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2010","145","4.5"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2010","25","2.6"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2010","964","5"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2010","110","4.6"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2010","90","4.1"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2010","20","3.9"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2010","194","4.3"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2010","48","5"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2010","57","4.6"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2010","27","4.1"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2010","182","3.8"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2010","23","3.1"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2010","31","5.1"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2010","24","4.5"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2010","1370","5.7"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2010","108","4.1"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2010","90","6.4"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2010","68","4.9"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2010","254","4.5"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2010","281","4.6"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2010","45","4.9"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2010","90","4.6"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2010","40","3.9"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2010","48","5.7"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2010","190","3.4"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2010","13142","6"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2010","38","5.2"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2010","9","2.2"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2010","66","5.1"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2010","50","4.3"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2010","100","4.5"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2010","143","3.7"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2010","8","2.6"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2010","24","3.1"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2010","32","3.6"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2010","299","8.2"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2010","60","4.1"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2010","62","4"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2010","132","5.1"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2010","503","4.3"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2010","43","4.9"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2010","216","3.2"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2010","107","5.6"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2010","26","3.5"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2010","63","3.4"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2010","24","4.1"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2010","59","4.2"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2010","13","3.8"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2010","63","3.6"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2010","91","6.9"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2010","88","4.4"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2010","92","3.2"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2010","74","4.6"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2010","106","5"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2010","78","3.6"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2010","140","5.1"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2010","153","6.3"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2010","154","4.6"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2010","66","5"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2010","215","6.4"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2010","182","4.9"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2010","75","5.2"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2010","106","6.1"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2010","153","6.4"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2010","25","3.9"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2010","69","6"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2010","30","5.6"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2010","430","3.9"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2010","44","6"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2010","166","5.7"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2010","132","9.7"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2010","46","6.2"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2010","81","6.8"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2010","79","6.7"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2010","8","0.9"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2010","49","6.4"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2010","268","6.8"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2010","113","5.1"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2010","89","5.5"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2010","188","7.8"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2011","127","5.9"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2011","27","10.1"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2011","26","5.6"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2011","169","6"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2011","100","4.1"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2011","190","4.5"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2011","42","7.2"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2011","62","5.3"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2011","89","5.3"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2011","27","3.9"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2011","410","3.9"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2011","102","3.5"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2011","28","3.2"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2011","28","5"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2011","263","5.6"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2011","1583","3.5"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2011","22","3.7"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2011","48","4.4"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2011","81","5.2"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2011","45","5.5"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2011","21","2.4"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2011","139","5.2"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2011","31","3.9"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2011","379","5.3"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2011","40","4.2"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2011","54","3.3"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2011","24","4.9"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2011","30","5.5"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2011","146","3.6"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2011","28","7.2"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2011","326","4.1"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2011","231","4.6"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2011","73","7.6"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2011","144","5.4"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2011","72","4.2"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2011","33","6.4"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2011","102","4.8"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2011","308","4.4"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2011","86","3.8"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2011","102","5.9"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2011","75","5.8"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2011","178","4"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2011","143","2.7"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2011","91","4.7"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2011","66","3.2"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2011","162","4.9"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2011","50","5.1"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2011","906","4.6"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2011","120","5"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2011","89","4.1"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2011","10","1.9"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2011","179","3.9"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2011","51","5.3"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2011","49","4.1"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2011","35","5.4"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2011","157","3.2"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2011","30","4"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2011","31","5.2"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2011","25","4.7"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2011","1224","5"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2011","134","5.1"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2011","90","6.4"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2011","71","5.1"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2011","251","4.4"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2011","301","4.8"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2011","49","5.4"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2011","93","4.7"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2011","55","5.4"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2011","49","5.8"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2011","187","3.2"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2011","12560","5.7"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2011","48","6.6"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2011","11","2.6"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2011","69","5.3"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2011","77","6.7"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2011","71","3.1"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2011","130","3.3"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2011","17","5.5"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2011","27","3.4"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2011","41","4.7"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2011","258","7"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2011","71","4.8"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2011","64","4"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2011","123","4.7"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2011","526","4.4"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2011","24","2.7"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2011","207","3"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2011","79","4.1"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2011","34","4.6"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2011","57","3.1"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2011","25","4.3"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2011","46","3.2"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2011","16","4.7"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2011","46","2.6"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2011","73","5.5"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2011","110","5.4"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2011","89","3.1"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2011","76","4.7"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2011","105","5"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2011","85","3.9"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2011","139","5.1"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2011","102","4.2"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2011","152","4.5"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2011","64","4.9"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2011","187","5.5"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2011","191","5.2"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2011","70","4.8"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2011","101","5.9"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2011","162","6.7"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2011","23","3.6"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2011","60","5.2"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2011","32","6.1"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2011","419","3.7"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2011","24","3.3"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2011","131","4.5"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2011","85","6.2"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2011","31","4.3"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2011","78","6.6"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2011","70","5.9"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2011","14","1.6"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2011","29","3.8"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2011","246","6.2"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2011","120","5.4"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2011","61","3.7"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2011","196","8.2"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2012","104","4.9"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2012","20","7.5"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2012","23","4.9"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2012","163","5.7"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2012","109","4.5"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2012","202","4.8"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2012","44","7.6"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2012","49","4.2"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2012","88","5.2"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2012","38","5.5"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2012","388","3.6"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2012","106","3.6"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2012","27","3.2"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2012","27","4.9"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2012","238","5"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2012","1714","3.7"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2012","25","4.2"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2012","34","3.1"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2012","72","4.6"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2012","32","3.9"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2012","46","5.2"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2012","145","5.4"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2012","24","3"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2012","357","4.9"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2012","36","3.8"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2012","70","4.3"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2012","30","6.1"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2012","29","5.5"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2012","160","3.9"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2012","29","7.4"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2012","297","3.7"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2012","207","4.1"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2012","46","4.8"
